"","Reporting unit name","Municipality and county","County","Change in Rep. vote 2012 to 2016","Rep. vote 2016","Rep. vote 2012","Trump vote in primary","Vote for third party candidates 2016","Voter number 2016","Number of registered voters 2016","Registered voter turnout 2016","Touchscreen model installed in municipality","Proportion of voters using voting machines","Number of voters using voting machines","Number of voters using AVC Edge","Average Rep. vote change 2012-2016 in reporting units with 0% touchscreen use","Average Rep. vote change 2012-2016 in reporting units with 0-25% AVC Edge use","Average Rep. vote change 2012-2016 in reporting units with >25% AVC Edge use","Rep. vote change 2012-2016 above average for 0% touchscreen use","No. of voters voting Rep. above average vote change 2012-2016 with 0% touchscreen use","Proportion of votes from AVC Edge required to flip to match difference from 0% touchscreen use average in Rep. vote change 2012-2016"
"1","CITY OF ABBOTSFORD WARD 1 MARATHON","CITY OF ABBOTSFORD MARATHON","MARATHON",3.54609929078014,58.1560283687943,54.6099290780142,NA,3.54609929078014,148,165,0.896969696969697,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.91876306124518,5.24822695035461,NA
"2","CITY OF ABBOTSFORD WARD 6 MARATHON","CITY OF ABBOTSFORD MARATHON","MARATHON",NA,42.8571428571429,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"3","CITY OF ABBOTSFORD WARDS 2-5 CLARK","CITY OF ABBOTSFORD CLARK","CLARK",1.30672709407776,58.8328075709779,57.5260804769002,NA,4.57413249211356,646,1200,0.538333333333333,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.679390864542799,8.44145702774233,NA
"4","CITY OF ADAMS WARD 1-4 ADAMS","CITY OF ADAMS ADAMS","ADAMS",12.8553171006988,50.1986754966887,37.34335839599,NA,6.22516556291391,760,957,0.794148380355277,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,12.2279808711638,97.7004099653109,NA
"5","CITY OF ALGOMA WARD 1-6 KEWAUNEE","CITY OF ALGOMA KEWAUNEE","KEWAUNEE",6.16978108672111,47.0906630581867,40.9208819714656,43.5763888888889,5.95399188092016,1511,1835,0.823433242506812,"Dominion (Sequoia)/Command Central-Edge",0.320979483785572,484.999999999999,484.999999999999,0.627336229534961,2.45692443158333,10.7432320060251,5.54244485718615,93.225392220356,0.192217303547126
"6","CITY OF ALMA WARDS 1-2 BUFFALO","CITY OF ALMA BUFFALO","BUFFALO",6.52482269503546,53.1914893617021,46.6666666666667,45.2554744525547,5.20094562647754,428,511,0.837573385518591,"Dominion (Sequoia)/Command Central-Edge",0.829439252336449,355,355,0.627336229534961,2.45692443158333,10.7432320060251,5.8974864655005,27.9262411347518,0.0786654679852162
"7","CITY OF ALTOONA WARDS 1-11 EAU CLAIRE","CITY OF ALTOONA EAU CLAIRE","EAU CLAIRE",1.38745482705215,44.8717948717949,43.4843400447427,NA,7.77080062794348,3857,4385,0.879589509692132,"Dominion (Sequoia)/Command Central-Edge",0.0282603059372569,109,109,0.627336229534961,2.45692443158333,10.7432320060251,0.760118597517189,53.5141326794014,0.490955345682583
"8","CITY OF ALTOONA WARDS 12-15 EAU CLAIRE","CITY OF ALTOONA EAU CLAIRE","EAU CLAIRE",NA,0,NA,NA,0,2,2,1,"Dominion (Sequoia)/Command Central-Edge",0,0,0,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"9","CITY OF AMERY WARDS 1-5 POLK","CITY OF AMERY POLK","POLK",4.39109734411748,51.8269947800149,47.4358974358974,40.3846153846154,6.26398210290828,1379,1603,0.860262008733624,"Dominion (Sequoia)/Command Central-Edge",0.747643219724438,1031,1031,0.627336229534961,2.45692443158333,10.7432320060251,3.76376111458252,60.55323237538,0.0587325241274297
"10","CITY OF ANTIGO WARD 1 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",0.0620647895852287,53.9509536784741,53.8888888888889,48.5074626865672,4.08719346049046,372,400,0.93,"Dominion (Sequoia)/Command Central-Edge",0.163978494623656,61,61,0.627336229534961,2.45692443158333,10.7432320060251,-0.565271439949732,0.230881017257051,0.00378493470913198
"11","CITY OF ANTIGO WARD 2 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",7.58145596723143,54.1463414634146,46.5648854961832,43.75,4.63414634146341,422,463,0.911447084233261,"Dominion (Sequoia)/Command Central-Edge",0.165876777251185,70.0000000000001,70.0000000000001,0.627336229534961,2.45692443158333,10.7432320060251,6.95411973769647,31.9937441817166,0.457053488310237
"12","CITY OF ANTIGO WARD 3 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",5.03956995669703,59.4594594594595,54.4198895027624,51.8292682926829,6.60660660660661,342,389,0.879177377892031,"Dominion (Sequoia)/Command Central-Edge",0.166666666666667,57.0000000000001,57.0000000000001,0.627336229534961,2.45692443158333,10.7432320060251,4.41223372716207,17.2353292519038,0.302374197401821
"13","CITY OF ANTIGO WARD 4 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",8.81206788183533,52.3255813953488,43.5135135135135,46.5277777777778,3.19767441860465,356,404,0.881188118811881,"Dominion (Sequoia)/Command Central-Edge",0.103932584269663,37,37,0.627336229534961,2.45692443158333,10.7432320060251,8.18473165230037,31.3709616593338,0.847863828630642
"14","CITY OF ANTIGO WARD 5 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",5.93281560411776,51.3605442176871,45.4277286135693,46.3917525773196,4.76190476190476,300,338,0.887573964497041,"Dominion (Sequoia)/Command Central-Edge",0.18,54,54,0.627336229534961,2.45692443158333,10.7432320060251,5.3054793745828,17.7984468123533,0.329600866895431
"15","CITY OF ANTIGO WARD 6 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",6.37104700237036,61.4730878186969,55.1020408163265,44.6428571428571,5.94900849858357,356,422,0.843601895734597,"Dominion (Sequoia)/Command Central-Edge",0.199438202247191,71,71,0.627336229534961,2.45692443158333,10.7432320060251,5.7437107728354,22.6809273284385,0.319449680682232
"16","CITY OF ANTIGO WARD 7 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",2.99345036187141,56.2753036437247,53.2818532818533,47.1111111111111,2.63157894736842,504,544,0.926470588235294,"Dominion (Sequoia)/Command Central-Edge",0.142857142857143,72.0000000000001,72.0000000000001,0.627336229534961,2.45692443158333,10.7432320060251,2.36611413233645,15.0869898238319,0.209541525330998
"17","CITY OF ANTIGO WARD 8 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",15.0953232052428,63.8888888888889,48.7935656836461,44.8717948717949,2.77777777777778,366,416,0.879807692307692,"Dominion (Sequoia)/Command Central-Edge",0.112021857923497,40.9999999999999,40.9999999999999,0.627336229534961,2.45692443158333,10.7432320060251,14.4679869757078,55.2488829311886,1.34753373002899
"18","CITY OF ANTIGO WARD 9 LANGLADE","CITY OF ANTIGO LANGLADE","LANGLADE",15.1094522344396,63.8051044083527,48.695652173913,44.3877551020408,4.64037122969838,431,474,0.909282700421941,"Dominion (Sequoia)/Command Central-Edge",0.125290023201856,53.9999999999999,53.9999999999999,0.627336229534961,2.45692443158333,10.7432320060251,14.4821160049046,65.1217391304347,1.20595813204509
"19","CITY OF APPLETON WARD 1 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",2.74156807683008,38.871473354232,36.1299052774019,48.5576923076923,8.77742946708464,671,847,0.792207792207792,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.11423184729512,18.3959217955298,NA
"20","CITY OF APPLETON WARD 10 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",1.19399298522946,44.8387096774194,43.6447166921899,36.5217391304348,3.38709677419355,635,734,0.865122615803815,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.566656755694499,7.58185545620707,NA
"21","CITY OF APPLETON WARD 11 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-1.03931642173303,46.9758064516129,48.0151228733459,32.1608040201005,6.04838709677419,502,564,0.890070921985816,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-1.66665265126799,-5.21736843709981,NA
"22","CITY OF APPLETON WARD 12 CALUMET","CITY OF APPLETON CALUMET","CALUMET",3.46445545555668,47.3354231974922,43.8709677419355,44.5544554455446,5.95611285266458,335,334,1.00299401197605,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.83711922602172,11.6059257761149,NA
"23","CITY OF APPLETON WARD 13 CALUMET","CITY OF APPLETON CALUMET","CALUMET",4.23012790637461,45.0106157112527,40.780487804878,40.1993355481728,7.74946921443737,951,1148,0.828397212543554,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.60279167683965,40.2285163896225,NA
"24","CITY OF APPLETON WARD 14 CALUMET","CITY OF APPLETON CALUMET","CALUMET",-2.6723048084049,49.0518331226296,51.7241379310345,28.7878787878788,5.18331226295828,802,897,0.894091415830546,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.29964103793986,-21.4318845634073,NA
"25","CITY OF APPLETON WARD 15 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-3.16999785084892,48.4848484848485,51.6548463356974,37.1014492753623,4.61133069828722,774,897,0.862876254180602,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.79733408038388,-24.5357833655706,NA
"26","CITY OF APPLETON WARD 16 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",1.33603711686079,46.2595419847328,44.923504867872,31.8996415770609,5.80152671755725,665,787,0.844980940279543,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.708700887325829,8.88464682712425,NA
"27","CITY OF APPLETON WARD 17 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-2.38642333045262,46.8540829986613,49.2405063291139,31.0975609756098,5.22088353413655,767,882,0.869614512471655,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.01375955998758,-18.3038669445716,NA
"28","CITY OF APPLETON WARD 18 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-5.4194252952017,52.5083612040134,57.9277864992151,33.4586466165414,4.8494983277592,605,686,0.881924198250729,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-6.04676152473666,-32.7875230359703,NA
"29","CITY OF APPLETON WARD 19 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-8.69789922915263,57.8757225433526,66.5736217725052,29.1156462585034,3.6849710982659,1422,1681,0.8459250446163,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-9.32523545868759,-123.68412703855,NA
"30","CITY OF APPLETON WARD 2 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",2.3975692430628,38.6636636636637,36.2660944206009,35.8904109589041,9.83483483483483,1346,1552,0.867268041237113,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.77023301352784,32.2712820116253,NA
"31","CITY OF APPLETON WARD 20 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-11.2838239800977,52.2908366533864,63.5746606334842,32.0960698689956,6.47410358565737,1021,1157,0.882454624027658,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-11.9111602096327,-115.207842836798,NA
"32","CITY OF APPLETON WARD 21 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-12.4437781109445,56.5217391304348,68.9655172413793,23.0769230769231,13.0434782608696,24,31,0.774193548387097,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-13.0711143404795,-2.98650674662668,NA
"33","CITY OF APPLETON WARD 22 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-3.33333333333334,80,83.3333333333333,31.8181818181818,0,41,43,0.953488372093023,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.9606695628683,-1.36666666666667,NA
"34","CITY OF APPLETON WARD 24 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-5.68954062262718,38.2687927107062,43.9583333333333,33.3333333333333,8.42824601366743,449,546,0.822344322344322,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-6.31687685216214,-25.546037395596,NA
"35","CITY OF APPLETON WARD 25 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",5.67045768371369,44.6009389671362,38.9304812834225,34.7079037800687,7.74647887323944,860,1009,0.852329038652131,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,5.04312145417873,48.7659360799377,NA
"36","CITY OF APPLETON WARD 26 CALUMET","CITY OF APPLETON CALUMET","CALUMET",0.0200803511532897,45.4219030520646,45.4018227009113,37.1428571428571,10.5924596050269,1116,1311,0.851258581235698,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.607255878381671,0.224096718870713,NA
"37","CITY OF APPLETON WARD 27 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-4.30828779321844,36.6053169734151,40.9136047666336,31.6715542521994,8.79345603271984,994,1144,0.868881118881119,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-4.9356240227534,-42.8243806645913,NA
"38","CITY OF APPLETON WARD 28 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",0.796164663537624,42.1579532814238,41.3617886178862,34.982332155477,9.34371523915462,920,1107,0.831074977416441,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.168828434002663,7.32471490454614,NA
"39","CITY OF APPLETON WARD 29 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",2.54254439223553,39.1843971631206,36.641852770885,36.8731563421829,8.15602836879433,1157,1371,0.843909555069292,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.91520816270057,29.4172386181651,NA
"40","CITY OF APPLETON WARD 3 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-1.07590526034023,28.9179104477612,29.9938157081014,33.4928229665072,7.33830845771144,1639,1886,0.869034994697773,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-1.70324148987519,-17.6340872169764,NA
"41","CITY OF APPLETON WARD 30 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",4.7895441815156,42.2535211267606,37.463976945245,45.5252918287938,7.25893824485374,949,1193,0.79547359597653,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.16220795198064,45.452774282583,NA
"42","CITY OF APPLETON WARD 31 WINNEBAGO","CITY OF APPLETON WINNEBAGO","WINNEBAGO",6.51200651200651,47.2527472527472,40.7407407407407,31.8181818181818,7.69230769230769,91,123,0.739837398373984,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,5.88467028247155,5.92592592592592,NA
"43","CITY OF APPLETON WARD 32 WINNEBAGO","CITY OF APPLETON WINNEBAGO","WINNEBAGO",4.79408473572197,43.6974789915966,38.9033942558747,23.3644859813084,9.80392156862745,362,429,0.843822843822844,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.16674850618701,17.3545867433135,NA
"44","CITY OF APPLETON WARD 33 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-1.63241192748982,41.3793103448276,43.0117222723174,35.6410256410256,7.56704980842912,1076,1240,0.867741935483871,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-2.25974815702478,-17.5647523397905,NA
"45","CITY OF APPLETON WARD 34 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",1.63184864012613,31.864406779661,30.2325581395349,40,7.45762711864407,302,344,0.877906976744186,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.00451241059117,4.92818289318091,NA
"46","CITY OF APPLETON WARD 35 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",0.813770926737526,46.6880341880342,45.8742632612967,37.5328083989501,7.37179487179487,958,1115,0.859192825112108,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.186434697202565,7.7959254781455,NA
"47","CITY OF APPLETON WARD 36 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",3.12764158918005,45.9847844463229,42.8571428571429,36.7741935483871,6.84699915469146,1211,1480,0.818243243243243,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.50030535964509,37.8757396449704,NA
"48","CITY OF APPLETON WARD 37 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",2.17365286434629,47.6501305483029,45.4764776839566,33.4494773519164,5.35248041775457,773,892,0.866591928251121,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.54631663481133,16.8023366413968,NA
"49","CITY OF APPLETON WARD 38 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-4.71159575435018,54.9698795180723,59.6814752724225,30.0613496932515,5.42168674698795,1360,1535,0.885993485342019,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-5.33893198388514,-64.0777022591625,NA
"50","CITY OF APPLETON WARD 39 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-7.88585872827247,51.8469656992084,59.7328244274809,35.6435643564356,7.12401055408971,766,762,1.00524934383202,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-8.51319495780743,-60.4056778585671,NA
"51","CITY OF APPLETON WARD 4 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",6.82120758922026,51.358024691358,44.5368171021378,37.8839590443686,7.03703703703704,822,940,0.874468085106383,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,6.1938713596853,56.0703263833905,NA
"52","CITY OF APPLETON WARD 40 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-10.8333333333333,62.5,73.3333333333333,16.6666666666667,0,16,20,0.8,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-11.4606695628683,-1.73333333333333,NA
"53","CITY OF APPLETON WARD 41 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-22.3459383753501,59.5588235294118,81.9047619047619,29.7619047619048,7.35294117647059,142,158,0.89873417721519,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-22.9732746048851,-31.7312324929971,NA
"54","CITY OF APPLETON WARD 42 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",2.25873411053487,47.6730987514188,45.414364640884,28.686327077748,5.67536889897843,900,937,0.96051227321238,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.63139788099991,20.3286069948138,NA
"55","CITY OF APPLETON WARD 43 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-2.83642108286659,42.4242424242424,45.260663507109,25.6578947368421,8.45959595959596,808,889,0.90888638920135,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.46375731240155,-22.918282349562,NA
"56","CITY OF APPLETON WARD 44 CALUMET","CITY OF APPLETON CALUMET","CALUMET",4.58706737017742,47.9376718606783,43.3506044905009,40,7.6993583868011,1098,1283,0.855806703039751,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.95973114064246,50.3659997245481,NA
"57","CITY OF APPLETON WARD 45 CALUMET","CITY OF APPLETON CALUMET","CALUMET",-8.9140928790036,44.8330683624801,53.7471612414837,28.3121597096189,6.43879173290938,1272,1445,0.880276816608997,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-9.54142910853856,-113.387261420926,NA
"58","CITY OF APPLETON WARD 46 CALUMET","CITY OF APPLETON CALUMET","CALUMET",-9.70998925886144,49.4736842105263,59.1836734693878,19.5652173913043,3.15789473684211,100,114,0.87719298245614,NA,0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-10.3373254883964,-9.70998925886144,NA
"59","CITY OF APPLETON WARD 48 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",3.76472672513066,35.2112676056338,31.4465408805031,44.4444444444444,9.15492957746479,144,190,0.757894736842105,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.1373904955957,5.42120648418815,NA
"60","CITY OF APPLETON WARD 49 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-1.08010801080108,45.4545454545455,46.5346534653465,48.4848484848485,6.81818181818182,88,106,0.830188679245283,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-1.70744424033604,-0.95049504950495,NA
"61","CITY OF APPLETON WARD 5 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",0,100,100,66.6666666666667,0,4,3,1.33333333333333,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.627336229534961,0,NA
"62","CITY OF APPLETON WARD 50 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-3.30253687917922,37.956204379562,41.2587412587413,41.304347826087,8.02919708029197,141,164,0.859756097560976,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.92987310871418,-4.6565769996427,NA
"63","CITY OF APPLETON WARD 51 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-4.32978345757898,36.7777777777778,41.1075612353568,29.9003322259136,7.55555555555556,914,962,0.95010395010395,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-4.95711968711394,-39.5742208022719,NA
"64","CITY OF APPLETON WARD 52 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-0.473292765382013,46.078431372549,46.551724137931,14.6341463414634,2.94117647058824,106,110,0.963636363636364,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-1.10062899491697,-0.501690331304934,NA
"65","CITY OF APPLETON WARD 53 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-20,13.3333333333333,33.3333333333333,0,6.66666666666667,16,22,0.727272727272727,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-20.627336229535,-3.2,NA
"66","CITY OF APPLETON WARD 54 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-2.92929233485361,45.3714285714286,48.3007209062822,32.8083989501312,7.31428571428571,898,1066,0.842401500938086,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.55662856438857,-26.3050451669854,NA
"67","CITY OF APPLETON WARD 55 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",0.044654583661675,45.1063829787234,45.0617283950617,32.7683615819209,7.4468085106383,484,532,0.909774436090226,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.582681645873286,0.216128184922507,NA
"68","CITY OF APPLETON WARD 56 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",0,100,100,100,0,1,1,1,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.627336229534961,0,NA
"69","CITY OF APPLETON WARD 57 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-20.5882352941176,29.4117647058824,50,100,0,17,12,1.41666666666667,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-21.2155715236526,-3.49999999999999,NA
"70","CITY OF APPLETON WARD 59 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",100,100,0,0,0,2,1,2,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,99.372663770465,2,NA
"71","CITY OF APPLETON WARD 6 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",0.598335248841991,38.4313725490196,37.8330373001776,43.312101910828,8.82352941176471,515,606,0.84983498349835,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-0.0290009806929701,3.08142653153625,NA
"72","CITY OF APPLETON WARD 7 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-1.93329702728587,45.5512572533849,47.4845542806708,32.2222222222222,7.73694390715667,1066,1228,0.868078175895766,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-2.56063325682083,-20.6089463108674,NA
"73","CITY OF APPLETON WARD 8 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",-7.35178775322321,12.8087831655993,20.1605709188225,26.984126984127,4.84903934126258,1104,1774,0.622322435174746,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-7.97912398275817,-81.1637367955842,NA
"74","CITY OF APPLETON WARD 9 OUTAGAMIE","CITY OF APPLETON OUTAGAMIE","OUTAGAMIE",1.28514377529318,44.1753171856978,42.8901734104046,38.1443298969072,6.80507497116494,879,1025,0.857560975609756,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.657807545758219,11.2964137848271,NA
"75","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU","CITY OF ARCADIA TREMPEALEAU","TREMPEALEAU",17.7402768351124,58.7719298245614,41.031652989449,47.6635514018692,4.63659147869674,804,1044,0.770114942528736,"Dominion (Sequoia)/Command Central-Edge",0.419154228855721,337,337,0.627336229534961,2.45692443158333,10.7432320060251,17.1129406055774,142.631825754304,0.423239839033542
"76","CITY OF ASHLAND WARD 1 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",1.55555555555556,50,48.4444444444444,46.7592592592593,5.25210084033613,480,557,0.861759425493716,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.928219326020599,7.46666666666669,NA
"77","CITY OF ASHLAND WARD 10 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",11.9546742209632,40,28.0453257790368,58.4158415841584,4.11764705882353,344,413,0.832929782082324,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,11.3273379914282,41.1240793201134,NA
"78","CITY OF ASHLAND WARD 11 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",12.6252425120259,39.5287958115183,26.9035532994924,56.3106796116505,8.1151832460733,384,470,0.817021276595745,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,11.9979062824909,48.4809312461795,NA
"79","CITY OF ASHLAND WARD 2 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",6.25272331154684,33.7037037037037,27.4509803921569,55.3571428571429,7.77777777777778,271,374,0.724598930481283,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,5.62538708201188,16.9448801742919,NA
"80","CITY OF ASHLAND WARD 3 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",2.28485202492212,33.4375,31.1526479750779,35.4430379746835,3.75,323,373,0.865951742627346,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.65751579538716,7.38007204049845,NA
"81","CITY OF ASHLAND WARD 4 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",-1.30389992641648,36.4444444444444,37.7483443708609,40.5405405405405,6.22222222222222,451,510,0.884313725490196,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-1.93123615595144,-5.88058866813832,NA
"82","CITY OF ASHLAND WARD 5 ASHLAND","CITY OF ASHLAND ASHLAND","ASHLAND",-2.17889619385879,25.2525252525253,27.431421446384,48.8888888888889,6.31313131313131,398,466,0.854077253218884,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-2.80623242339375,-8.67200685155798,NA
